,sentence_no,word,pos,target
92921,8970,movie,NN,O
92922,8970,featuring,VBG,O
92923,8970,alan,JJ,B-ACTOR
92924,8970,autry,NN,I-ACTOR
92925,8971,whats,NNS,O
92926,8971,a,DT,O
92927,8971,good,JJ,B-RATINGS_AVERAGE
92928,8971,mockumentary,NN,B-GENRE
92929,8971,by,IN,O
92930,8971,joel,NN,B-DIRECTOR
92931,8971,bender,NN,I-DIRECTOR
92932,8972,whats,NNS,O
92933,8972,a,DT,O
92934,8972,good,JJ,O
92935,8972,mockumentary,NN,B-GENRE
92936,8973,whats,NNS,O
92937,8973,a,DT,O
92938,8973,good,JJ,O
92939,8973,musical,JJ,B-GENRE
92940,8973,film,NN,O
92941,8974,whats,NNS,O
92942,8974,a,DT,O
92943,8974,good,JJ,O
92944,8974,mystery,NN,B-GENRE
92945,8974,movie,NN,O
92946,8974,involving,VBG,O
92947,8974,police,NNS,B-PLOT
92948,8975,whats,NNS,O
92949,8975,a,DT,O
92950,8975,six,CD,B-RATINGS_AVERAGE
92951,8975,star,NN,O
92952,8975,reviewed,VBD,O
92953,8975,history,NN,B-GENRE
92954,8975,movie,NN,O
92955,8975,with,IN,O
92956,8975,an,DT,O
92957,8975,r,NN,B-RATING
92958,8975,rating,NN,O
92959,8976,whats,NNS,O
92960,8976,an,DT,O
92961,8976,animation,NN,B-GENRE
92962,8976,movie,NN,O
92963,8976,that,WDT,O
92964,8976,came,VBD,O
92965,8976,out,RB,O
92966,8976,within,IN,O
92967,8976,the,DT,O
92968,8976,last,JJ,B-YEAR
92969,8976,four,CD,I-YEAR
92970,8976,years,NNS,I-YEAR
92971,8977,whats,NNS,O
92972,8977,an,DT,O
92973,8977,average,NN,B-RATINGS_AVERAGE
92974,8977,rated,VBN,O
92975,8977,animated,JJ,B-GENRE
92976,8977,film,NN,O
92977,8977,starring,VBG,O
92978,8977,phillip,VB,B-ACTOR
92979,8977,seymour,JJ,I-ACTOR
92980,8977,hoffman,NN,I-ACTOR
92981,8977,thats,NNS,O
92982,8977,rated,VBD,O
92983,8977,pg,JJ,B-RATING
92984,8977,13,CD,I-RATING
92985,8978,whats,NNS,O
92986,8978,an,DT,O
92987,8978,enjoyable,JJ,O
92988,8978,action,NN,B-GENRE
92989,8978,movie,NN,O
92990,8979,whats,NNS,O
92991,8979,last,JJ,B-YEAR
92992,8979,years,NNS,I-YEAR
92993,8979,must,MD,B-RATINGS_AVERAGE
92994,8979,see,VB,I-RATINGS_AVERAGE
92995,8979,unrated,JJ,B-RATING
92996,8979,fantasy,NN,B-GENRE
92997,8980,whats,NNS,O
92998,8980,that,WDT,O
92999,8980,kate,VBP,B-ACTOR
93000,8980,jackson,NN,I-ACTOR
93001,8980,movie,NN,O
93002,8980,that,WDT,O
93003,8980,scored,VBD,O
93004,8980,a,DT,O
93005,8980,six,CD,B-RATINGS_AVERAGE
93006,8981,whats,NNS,O
93007,8981,that,WDT,O
93008,8981,action,NN,B-GENRE
93009,8981,flick,NN,O
93010,8981,from,IN,O
93011,8981,last,JJ,B-YEAR
93012,8981,year,NN,I-YEAR
93013,8981,starring,VBG,O
93014,8981,corey,NN,B-ACTOR
93015,8981,feldman,NN,I-ACTOR
93016,8982,whats,NNS,O
93017,8982,that,WDT,O
93018,8982,eight,CD,B-RATINGS_AVERAGE
93019,8982,star,NN,I-RATINGS_AVERAGE
93020,8982,reviewed,VBD,O
93021,8982,character,JJR,O
93022,8982,portrait,NN,B-GENRE
93023,8982,from,IN,O
93024,8982,1990,CD,B-YEAR
93025,8982,starring,VBG,O
93026,8982,michael,NN,B-ACTOR
93027,8982,madsen,NN,I-ACTOR
93028,8983,whats,NNS,O
93029,8983,the,DT,O
93030,8983,best,JJS,O
93031,8983,western,JJ,B-GENRE
93032,8983,that,WDT,O
93033,8983,is,VBZ,O
93034,8983,rated,VBN,O
93035,8983,pg,JJ,B-RATING
93036,8983,13,CD,I-RATING
93037,8983,from,IN,O
93038,8983,the,DT,O
93039,8983,2000,CD,B-YEAR
93040,8983,s,NN,I-YEAR
93041,8983,staring,VBG,O
93042,8983,gregory,NN,B-ACTOR
93043,8983,peck,NN,I-ACTOR
93044,8983,that,WDT,O
93045,8983,received,VBD,O
93046,8983,two,CD,B-RATINGS_AVERAGE
93047,8983,thumbs,NNS,I-RATINGS_AVERAGE
93048,8983,up,IN,I-RATINGS_AVERAGE
93049,8984,whats,VBZ,O
93050,8984,the,DT,O
93051,8984,last,JJ,O
93052,8984,pg,NN,B-RATING
93053,8984,rated,VBD,O
93054,8984,horror,JJ,B-GENRE
93055,8984,film,NN,O
93056,8984,you,PRP,O
93057,8984,remember,VBP,O
93058,8985,whats,VBZ,O
93059,8985,the,DT,O
93060,8985,name,NN,O
93061,8985,of,IN,O
93062,8985,a,DT,O
93063,8985,pg,JJ,B-RATING
93064,8985,movie,NN,O
93065,8985,with,IN,O
93066,8985,john,NN,B-ACTOR
93067,8985,callahan,NN,I-ACTOR
93068,8986,whats,VBZ,O
93069,8986,the,DT,O
93070,8986,name,NN,O
93071,8986,of,IN,O
93072,8986,the,DT,O
93073,8986,mediocre,NN,B-RATINGS_AVERAGE
93074,8986,romance,NN,B-GENRE
93075,8986,that,WDT,O
93076,8986,was,VBD,O
93077,8986,rated,VBN,O
93078,8986,r,NN,B-RATING
93079,8986,and,CC,O
93080,8986,directed,VBN,O
93081,8986,by,IN,O
93082,8986,martin,NN,B-DIRECTOR
93083,8986,kunert,NN,I-DIRECTOR
93084,8986,from,IN,O
93085,8986,1990,CD,B-YEAR
93086,8987,whats,VBZ,O
93087,8987,the,DT,O
93088,8987,title,NN,O
93089,8987,of,IN,O
93090,8987,a,DT,O
93091,8987,romance,NN,B-GENRE
93092,8987,by,IN,O
93093,8987,ben,NN,B-DIRECTOR
93094,8987,trandem,NN,I-DIRECTOR
93095,8988,whats,NNS,O
93096,8988,this,DT,O
93097,8988,movie,NN,O
93098,8988,moulin,NN,B-TITLE
93099,8988,rouge,VB,I-TITLE
93100,8988,all,DT,O
93101,8988,about,IN,O
93102,8989,whats,NNS,O
93103,8989,this,DT,O
93104,8989,movie,NN,O
93105,8989,dead,JJ,B-TITLE
93106,8989,mate,NN,I-TITLE
93107,8989,about,IN,O
93108,8990,whats,NNS,O
93109,8990,this,DT,O
93110,8990,movie,NN,O
93111,8990,runaway,VBZ,B-TITLE
93112,8990,jury,NN,I-TITLE
93113,8991,whats,NNS,O
93114,8991,your,PRP$,O
93115,8991,favorite,JJ,O
93116,8991,thriller,NN,B-GENRE
93117,8991,movie,NN,O
93118,8991,that,IN,O
93119,8991,you,PRP,O
93120,8991,saw,VBD,O
93121,8991,recently,RB,O
93122,8992,whats,NNS,O
93123,8992,oliver,VBP,B-TITLE
93124,8992,twist,NN,I-TITLE
93125,8992,rated,VBN,O
93126,8993,whats,NNS,O
93127,8993,a,DT,O
93128,8993,good,JJ,O
93129,8993,1950,CD,B-YEAR
93130,8993,s,NN,I-YEAR
93131,8993,mockumentary,NN,B-GENRE
93132,8993,directed,VBN,O
93133,8993,by,IN,O
93134,8993,guillermo,JJ,B-DIRECTOR
93135,8993,del,NN,I-DIRECTOR
93136,8993,toro,NN,I-DIRECTOR
93137,8994,whats,NNS,O
93138,8994,a,DT,O
93139,8994,good,JJ,O
93140,8994,emotional,JJ,B-GENRE
93141,8994,drama,NN,O
93142,8994,film,NN,O
93143,8994,released,VBN,O
93144,8994,in,IN,O
93145,8994,the,DT,O
93146,8994,last,JJ,B-YEAR
93147,8994,eight,CD,I-YEAR
93148,8994,years,NNS,I-YEAR
93149,8995,whats,NNS,O
93150,8995,a,DT,O
93151,8995,good,JJ,O
93152,8995,fantasy,NN,B-GENRE
93153,8995,movie,NN,O
93154,8995,from,IN,O
93155,8995,the,DT,O
93156,8995,past,JJ,B-YEAR
93157,8995,eight,CD,I-YEAR
93158,8995,years,NNS,I-YEAR
93159,8996,whats,NNS,O
93160,8996,a,DT,O
93161,8996,good,JJ,O
93162,8996,pg,NN,B-RATING
93163,8996,13,CD,I-RATING
93164,8996,rated,VBN,O
93165,8996,comedy,NN,B-GENRE
93166,8996,with,IN,O
93167,8996,robert,NN,B-ACTOR
93168,8996,duvall,NN,I-ACTOR
93169,8997,whats,NNS,O
93170,8997,a,DT,O
93171,8997,good,JJ,O
93172,8997,thriller,NN,B-GENRE
93173,8997,directed,VBN,O
93174,8997,by,IN,O
93175,8997,billy,RB,B-DIRECTOR
93176,8997,wilder,JJR,I-DIRECTOR
93177,8998,whats,NNS,O
93178,8998,a,DT,O
93179,8998,highly,RB,B-RATINGS_AVERAGE
93180,8998,recommended,JJ,I-RATINGS_AVERAGE
93181,8998,r,NN,B-RATING
93182,8998,rated,VBD,O
93183,8998,musical,JJ,B-GENRE
93184,8998,directed,VBN,O
93185,8998,by,IN,O
93186,8998,mel,NN,B-DIRECTOR
93187,8998,brooks,NNS,I-DIRECTOR
93188,8999,whats,NNS,O
93189,8999,the,DT,O
93190,8999,best,JJS,O
93191,8999,family,NN,B-GENRE
93192,8999,movie,NN,O
93193,8999,of,IN,O
93194,8999,the,DT,O
93195,8999,past,JJ,B-YEAR
93196,8999,decade,NN,I-YEAR
93197,8999,thats,NNS,O
93198,8999,is,VBZ,O
93199,8999,rated,VBN,O
93200,8999,at,IN,O
93201,8999,least,JJS,O
93202,8999,a,DT,O
93203,8999,four,CD,B-RATINGS_AVERAGE
93204,9000,whats,VBZ,O
93205,9000,the,DT,O
93206,9000,name,NN,O
93207,9000,of,IN,O
93208,9000,the,DT,O
93209,9000,r,NN,B-RATING
93210,9000,rated,VBN,O
93211,9000,movie,NN,O
93212,9000,starring,VBG,O
93213,9000,tea,NN,B-ACTOR
93214,9000,leoni,NN,I-ACTOR
93215,9000,that,WDT,O
93216,9000,was,VBD,O
93217,9000,rated,VBN,O
93218,9000,five,CD,B-RATINGS_AVERAGE
93219,9001,whats,VBZ,O
93220,9001,the,DT,O
93221,9001,name,NN,O
93222,9001,of,IN,O
93223,9001,the,DT,O
93224,9001,unrated,JJ,B-RATING
93225,9001,jason,NN,B-ACTOR
93226,9001,weaver,WDT,I-ACTOR
93227,9001,musical,JJ,B-GENRE
93228,9001,from,IN,O
93229,9001,the,DT,O
93230,9001,1960,CD,B-YEAR
93231,9001,s,NN,I-YEAR
93232,9002,whats,NNS,O
93233,9002,the,DT,O
93234,9002,unrated,JJ,B-RATING
93235,9002,fantasy,NN,B-GENRE
93236,9002,with,IN,O
93237,9002,alan,NN,B-ACTOR
93238,9002,alda,NN,I-ACTOR
93239,9002,that,WDT,O
93240,9002,is,VBZ,O
93241,9002,rated,VBN,O
93242,9002,two,CD,B-RATINGS_AVERAGE
93243,9002,thumbs,NNS,I-RATINGS_AVERAGE
93244,9002,up,RB,I-RATINGS_AVERAGE
93245,9002,called,VBD,O
93246,9003,when,WRB,O
93247,9003,did,VBD,O
93248,9003,bully,RB,B-TITLE
93249,9003,come,VBN,O
93250,9003,out,RP,O
93251,9004,when,WRB,O
93252,9004,did,VBD,O
93253,9004,gullivers,NNS,B-TITLE
93254,9004,travels,VB,I-TITLE
93255,9004,come,VBN,O
93256,9004,out,RP,O
93257,9005,when,WRB,O
93258,9005,did,VBD,O
93259,9005,heavy,JJ,B-TITLE
93260,9005,weights,NNS,I-TITLE
93261,9005,come,VBP,O
93262,9005,out,RP,O
93263,9006,when,WRB,O
93264,9006,did,VBD,O
93265,9006,inception,NN,B-TITLE
93266,9006,come,VB,O
93267,9006,out,RP,O
93268,9007,when,WRB,O
93269,9007,did,VBD,O
93270,9007,kinsey,VB,B-TITLE
93271,9007,come,VB,O
93272,9007,out,RP,O
93273,9008,when,WRB,O
93274,9008,did,VBD,O
93275,9008,little,JJ,B-TITLE
93276,9008,man,NN,I-TITLE
93277,9008,come,VBN,O
93278,9008,out,RP,O
93279,9008,on,IN,O
93280,9008,dvd,NN,O
93281,9009,when,WRB,O
93282,9009,did,VBD,O
93283,9009,maniac,VB,B-TITLE
93284,9009,cop,NN,I-TITLE
93285,9009,come,VBN,O
93286,9009,out,RP,O
93287,9010,when,WRB,O
93288,9010,did,VBD,O
93289,9010,mark,VB,B-DIRECTOR
93290,9010,joffe,NN,I-DIRECTOR
93291,9010,direct,IN,O
93292,9010,the,DT,O
93293,9010,bounty,NN,B-PLOT
93294,9010,hunter,NN,I-PLOT
93295,9010,film,NN,O
93296,9010,that,WDT,O
93297,9010,is,VBZ,O
93298,9010,rated,VBN,O
93299,9010,pg,JJ,B-RATING
93300,9011,when,WRB,O
93301,9011,did,VBD,O
93302,9011,much,RB,B-TITLE
93303,9011,ado,VB,I-TITLE
93304,9011,about,IN,I-TITLE
93305,9011,nothing,NN,I-TITLE
93306,9011,come,VBN,O
93307,9011,out,RP,O
93308,9012,when,WRB,O
93309,9012,did,VBD,O
93310,9012,necromentia,RB,B-TITLE
93311,9012,come,VBN,O
93312,9012,out,RP,O
93313,9013,when,WRB,O
93314,9013,did,VBD,O
93315,9013,overnight,RB,B-TITLE
93316,9013,delivery,NN,I-TITLE
93317,9013,come,NN,O
93318,9013,out,IN,O
93319,9014,when,WRB,O
93320,9014,did,VBD,O
93321,9014,party,NN,B-TITLE
93322,9014,monster,NN,I-TITLE
93323,9014,come,VBN,O
93324,9014,out,RP,O
93325,9015,when,WRB,O
93326,9015,did,VBD,O
93327,9015,seven,CD,B-TITLE
93328,9015,pounds,NNS,I-TITLE
93329,9015,come,VBP,O
93330,9015,out,RP,O
93331,9016,when,WRB,O
93332,9016,did,VBD,O
93333,9016,snatch,VB,B-TITLE
93334,9016,come,VB,O
93335,9016,out,RP,O
93336,9017,when,WRB,O
93337,9017,did,VBD,O
93338,9017,subtle,VB,B-TITLE
93339,9017,seduction,NN,I-TITLE
93340,9017,come,VBN,O
93341,9017,out,RP,O
93342,9018,when,WRB,O
93343,9018,did,VBD,O
93344,9018,the,DT,B-TITLE
93345,9018,forbidden,NN,I-TITLE
93346,9018,door,NN,I-TITLE
93347,9018,eng,NN,I-TITLE
93348,9018,subs,VBD,I-TITLE
93349,9018,come,VBN,O
93350,9018,out,RP,O
93351,9019,when,WRB,O
93352,9019,did,VBD,O
93353,9019,the,DT,B-TITLE
93354,9019,night,NN,I-TITLE
93355,9019,they,PRP,I-TITLE
93356,9019,saved,VBD,I-TITLE
93357,9019,christmas,NNS,I-TITLE
93358,9019,come,VB,O
93359,9019,out,RP,O
93360,9020,when,WRB,O
93361,9020,did,VBD,O
93362,9020,three,CD,B-TITLE
93363,9020,stooges,NNS,I-TITLE
93364,9020,a,DT,I-TITLE
93365,9020,pain,NN,I-TITLE
93366,9020,in,IN,I-TITLE
93367,9020,the,DT,I-TITLE
93368,9020,pullman,NN,I-TITLE
93369,9020,come,VBZ,O
93370,9020,out,RP,O
93371,9021,when,WRB,O
93372,9021,did,VBD,O
93373,9021,wall,VB,B-TITLE
93374,9021,e,VB,I-TITLE
93375,9021,come,VBN,O
93376,9021,out,RP,O
93377,9022,when,WRB,O
93378,9022,did,VBD,O
93379,9022,the,DT,O
93380,9022,king,NN,B-TITLE
93381,9022,of,IN,I-TITLE
93382,9022,new,JJ,I-TITLE
93383,9022,york,NN,I-TITLE
93384,9022,come,VBN,O
93385,9022,out,RP,O
93386,9023,when,WRB,O
93387,9023,did,VBD,O
93388,9023,the,DT,O
93389,9023,one,CD,B-TITLE
93390,9023,eyed,VBN,I-TITLE
93391,9023,monster,NN,I-TITLE
93392,9023,come,VBN,O
93393,9023,out,RP,O
93394,9024,when,WRB,O
93395,9024,is,VBZ,O
93396,9024,so,RB,B-TITLE
93397,9024,proudly,RB,I-TITLE
93398,9024,we,PRP,I-TITLE
93399,9024,hail,VBP,I-TITLE
93400,9024,released,VBN,O
93401,9025,when,WRB,O
93402,9025,is,VBZ,O
93403,9025,valley,JJ,B-TITLE
93404,9025,girl,NN,I-TITLE
93405,9025,being,VBG,O
93406,9025,released,VBN,O
93407,9026,when,WRB,O
93408,9026,is,VBZ,O
93409,9026,whaledreamers,NNS,B-TITLE
93410,9026,released,VBN,O
93411,9027,when,WRB,O
93412,9027,is,VBZ,O
93413,9027,a,DT,O
93414,9027,good,JJ,O
93415,9027,science,NN,B-GENRE
93416,9027,fiction,NN,I-GENRE
93417,9027,movie,NN,O
93418,9027,based,VBN,O
93419,9027,on,IN,O
93420,9027,a,DT,O
93421,9027,book,NN,O
93422,9027,coming,VBG,O
93423,9027,out,RP,O
93424,9028,when,WRB,O
93425,9028,is,VBZ,O
93426,9028,the,DT,O
93427,9028,next,JJ,O
93428,9028,fantasy,JJ,B-GENRE
93429,9028,movie,NN,O
93430,9028,coming,VBG,O
93431,9028,out,RP,O
93432,9029,when,WRB,O
93433,9029,was,VBD,O
93434,9029,bride,NN,B-TITLE
93435,9029,of,IN,I-TITLE
93436,9029,chucky,NN,I-TITLE
93437,9029,made,VBN,O
93438,9030,when,WRB,O
93439,9030,was,VBD,O
93440,9030,fruit,NN,B-TITLE
93441,9030,fly,NN,I-TITLE
93442,9030,produced,VBD,O
93443,9031,when,WRB,O
93444,9031,was,VBD,O
93445,9031,metropia,RB,B-TITLE
93446,9031,made,VBN,O
93447,9032,when,WRB,O
93448,9032,was,VBD,O
93449,9032,terminator,NN,B-TITLE
93450,9032,2,CD,I-TITLE
93451,9032,judgment,NN,I-TITLE
93452,9032,day,NN,I-TITLE
93453,9032,released,VBD,O
93454,9033,when,WRB,O
93455,9033,was,VBD,O
93456,9033,the,DT,O
93457,9033,first,JJ,O
93458,9033,musical,JJ,B-GENRE
93459,9033,ever,RB,O
93460,9033,made,VBD,O
93461,9034,when,WRB,O
93462,9034,was,VBD,O
93463,9034,the,DT,O
93464,9034,movie,NN,O
93465,9034,the,DT,B-TITLE
93466,9034,walls,NNS,I-TITLE
93467,9034,of,IN,I-TITLE
93468,9034,hell,NN,I-TITLE
93469,9034,made,VBD,O
93470,9035,when,WRB,O
93471,9035,was,VBD,O
93472,9035,the,DT,O
93473,9035,movie,NN,O
93474,9035,wall,NN,B-TITLE
93475,9035,e,NN,I-TITLE
93476,9035,released,VBN,O
93477,9035,in,IN,O
93478,9035,the,DT,O
93479,9035,cinema,NN,O
93480,9036,when,WRB,O
93481,9036,was,VBD,O
93482,9036,the,DT,O
93483,9036,really,RB,B-RATINGS_AVERAGE
93484,9036,popular,JJ,I-RATINGS_AVERAGE
93485,9036,western,JJ,B-GENRE
93486,9036,staring,VBG,O
93487,9036,robert,JJ,B-ACTOR
93488,9036,duncan,JJ,I-ACTOR
93489,9036,mcneil,NN,I-ACTOR
93490,9036,made,VBD,O
93491,9037,where,WRB,O
93492,9037,are,VBP,O
93493,9037,some,DT,O
93494,9037,reviews,NNS,O
93495,9037,for,IN,O
93496,9037,afraid,NN,B-TITLE
93497,9037,of,IN,I-TITLE
93498,9037,the,DT,I-TITLE
93499,9037,dark,NN,I-TITLE
93500,9038,where,WRB,O
93501,9038,are,VBP,O
93502,9038,some,DT,O
93503,9038,reviews,NNS,O
93504,9038,for,IN,O
93505,9038,better,JJR,B-TITLE
93506,9038,off,RP,I-TITLE
93507,9038,dead,JJ,I-TITLE
93508,9039,where,WRB,O
93509,9039,can,MD,O
93510,9039,i,VB,O
93511,9039,buy,VB,O
93512,9039,the,DT,O
93513,9039,movie,NN,O
93514,9039,earth,NN,B-TITLE
93515,9039,days,NNS,I-TITLE
93516,9040,where,WRB,O
93517,9040,can,MD,O
93518,9040,i,VB,O
93519,9040,buy,VB,O
93520,9040,the,DT,O
93521,9040,movie,NN,O
93522,9040,i,NN,B-TITLE
93523,9040,spy,VBP,I-TITLE
93524,9041,where,WRB,O
93525,9041,can,MD,O
93526,9041,i,VB,O
93527,9041,buy,VB,O
93528,9041,the,DT,O
93529,9041,movie,NN,O
93530,9041,senior,JJ,B-TITLE
93531,9041,trip,NN,I-TITLE
93532,9042,where,WRB,O
93533,9042,can,MD,O
93534,9042,i,VB,O
93535,9042,find,VB,O
93536,9042,the,DT,B-TITLE
93537,9042,gamers,NNS,I-TITLE
93538,9042,dorkness,VBP,I-TITLE
93539,9042,rising,VBG,I-TITLE
93540,9043,where,WRB,O
93541,9043,can,MD,O
93542,9043,i,VB,O
93543,9043,find,VB,O
93544,9043,billion,CD,B-TITLE
93545,9043,dollar,NN,I-TITLE
93546,9043,brain,NN,I-TITLE
93547,9044,where,WRB,O
93548,9044,can,MD,O
93549,9044,i,VB,O
93550,9044,find,VB,O
93551,9044,inception,NN,B-TITLE
93552,9045,where,WRB,O
93553,9045,can,MD,O
93554,9045,i,VB,O
93555,9045,find,VB,O
93556,9045,r,NN,B-RATING
93557,9045,rated,VBN,O
93558,9045,history,NN,B-GENRE
93559,9045,films,NNS,O
93560,9045,from,IN,O
93561,9045,the,DT,O
93562,9045,year,NN,O
93563,9045,1970,CD,B-YEAR
93564,9046,where,WRB,O
93565,9046,can,MD,O
93566,9046,i,VB,O
93567,9046,find,VB,O
93568,9046,scooby,JJ,B-TITLE
93569,9046,doo,NN,I-TITLE
93570,9046,abracadabra,NN,I-TITLE
93571,9046,doo,NN,I-TITLE
93572,9047,where,WRB,O
93573,9047,can,MD,O
93574,9047,i,VB,O
93575,9047,find,VB,O
93576,9047,the,DT,B-TITLE
93577,9047,heredity,NN,I-TITLE
93578,9047,valdemar,NN,I-TITLE
93579,9047,eng,NN,I-TITLE
93580,9047,subs,NN,I-TITLE
93581,9048,where,WRB,O
93582,9048,can,MD,O
93583,9048,i,VB,O
93584,9048,find,VB,O
93585,9048,the,DT,B-TITLE
93586,9048,last,JJ,I-TITLE
93587,9048,circus,NN,I-TITLE
93588,9049,where,WRB,O
93589,9049,can,MD,O
93590,9049,i,VB,O
93591,9049,find,VB,O
93592,9049,a,DT,O
93593,9049,biographical,JJ,B-GENRE
93594,9049,movie,NN,O
93595,9049,with,IN,O
93596,9049,seven,CD,B-RATINGS_AVERAGE
93597,9049,stars,NNS,I-RATINGS_AVERAGE
93598,9049,and,CC,I-RATINGS_AVERAGE
93599,9049,above,IN,I-RATINGS_AVERAGE
93600,9049,starring,VBG,O
93601,9049,robin,NN,B-ACTOR
93602,9049,williams,NNS,I-ACTOR
93603,9050,where,WRB,O
93604,9050,can,MD,O
93605,9050,i,VB,O
93606,9050,find,VB,O
93607,9050,a,DT,O
93608,9050,cast,JJ,O
93609,9050,list,NN,O
93610,9050,for,IN,O
93611,9050,a,DT,B-TITLE
93612,9050,bittersweet,NN,I-TITLE
93613,9050,life,NN,I-TITLE
93614,9051,where,WRB,O
93615,9051,can,MD,O
93616,9051,i,VB,O
93617,9051,find,VB,O
93618,9051,a,DT,O
93619,9051,list,NN,O
93620,9051,of,IN,O
93621,9051,russell,NN,B-ACTOR
93622,9051,crowe,NN,I-ACTOR
93623,9051,movies,NNS,O
93624,9052,where,WRB,O
93625,9052,can,MD,O
93626,9052,i,VB,O
93627,9052,find,VB,O
93628,9052,a,DT,O
93629,9052,mediocre,NN,B-RATINGS_AVERAGE
93630,9052,mockumentary,NN,B-GENRE
93631,9052,made,VBD,O
93632,9052,in,IN,O
93633,9052,the,DT,O
93634,9052,1980,CD,B-YEAR
93635,9052,s,NN,I-YEAR
93636,9053,where,WRB,O
93637,9053,can,MD,O
93638,9053,i,VB,O
93639,9053,find,VB,O
93640,9053,a,DT,O
93641,9053,movie,NN,O
93642,9053,called,VBN,O
93643,9053,3,CD,B-TITLE
93644,9053,backyards,NNS,I-TITLE
93645,9054,where,WRB,O
93646,9054,can,MD,O
93647,9054,i,VB,O
93648,9054,find,VB,O
93649,9054,a,DT,O
93650,9054,mystery,NN,B-GENRE
93651,9054,about,IN,O
93652,9054,discovery,NN,B-PLOT
93653,9055,where,WRB,O
93654,9055,can,MD,O
93655,9055,i,VB,O
93656,9055,find,VB,O
93657,9055,a,DT,O
93658,9055,plot,NN,O
93659,9055,synopsis,NN,O
93660,9055,for,IN,O
93661,9055,dark,JJ,B-TITLE
93662,9055,world,NN,I-TITLE
93663,9056,where,WRB,O
93664,9056,can,MD,O
93665,9056,i,VB,O
93666,9056,find,VB,O
93667,9056,a,DT,O
93668,9056,really,RB,B-RATINGS_AVERAGE
93669,9056,popular,JJ,I-RATINGS_AVERAGE
93670,9056,1970,CD,B-YEAR
93671,9056,drama,NN,B-GENRE
93672,9056,that,WDT,O
93673,9056,was,VBD,O
93674,9056,directed,VBN,O
93675,9056,by,IN,O
93676,9056,paul,NN,B-DIRECTOR
93677,9056,fierlinger,NN,I-DIRECTOR
93678,9057,where,WRB,O
93679,9057,can,MD,O
93680,9057,i,VB,O
93681,9057,find,VB,O
93682,9057,a,DT,O
93683,9057,watchable,JJ,B-RATINGS_AVERAGE
93684,9057,1990,CD,B-YEAR
93685,9057,s,NN,I-YEAR
93686,9057,western,JJ,B-GENRE
93687,9057,directed,VBN,O
93688,9057,by,IN,O
93689,9057,roger,NN,B-DIRECTOR
93690,9057,vadim,NN,I-DIRECTOR
93691,9057,that,WDT,O
93692,9057,is,VBZ,O
93693,9057,pg,JJ,B-RATING
93694,9057,13,CD,I-RATING
93695,9057,or,CC,O
93696,9057,lower,JJR,O
93697,9058,where,WRB,O
93698,9058,can,MD,O
93699,9058,i,VB,O
93700,9058,find,VB,O
93701,9058,adventure,JJ,B-GENRE
93702,9058,movies,NNS,O
93703,9058,from,IN,O
93704,9058,the,DT,O
93705,9058,1940,CD,B-YEAR
93706,9058,s,NN,I-YEAR
93707,9058,that,WDT,O
93708,9058,are,VBP,O
93709,9058,unrated,JJ,B-RATING
93710,9059,where,WRB,O
93711,9059,can,MD,O
93712,9059,i,VB,O
93713,9059,find,VB,O
93714,9059,an,DT,O
93715,9059,r,NN,B-RATING
93716,9059,rated,VBN,O
93717,9059,gangster,NN,B-GENRE
93718,9059,themed,VBN,O
93719,9059,film,NN,O
93720,9060,where,WRB,O
93721,9060,can,MD,O
93722,9060,i,VB,O
93723,9060,find,VB,O
93724,9060,an,DT,O
93725,9060,interesting,JJ,O
93726,9060,romantic,JJ,B-GENRE
93727,9060,comedy,NN,I-GENRE
93728,9060,about,IN,O
93729,9060,forbidden,JJ,B-PLOT
93730,9060,love,NN,I-PLOT
93731,9061,where,WRB,O
93732,9061,can,MD,O
93733,9061,i,VB,O
93734,9061,find,VB,O
93735,9061,the,DT,O
93736,9061,animated,JJ,B-GENRE
93737,9061,movie,NN,O
93738,9061,about,IN,O
93739,9061,a,DT,O
93740,9061,giant,JJ,B-PLOT
93741,9061,bird,NN,I-PLOT
93742,9061,by,IN,O
93743,9061,sheng,NN,B-DIRECTOR
93744,9061,ding,VBG,I-DIRECTOR
93745,9061,that,WDT,O
93746,9061,was,VBD,O
93747,9061,made,VBN,O
93748,9061,in,IN,O
93749,9061,about,IN,O
93750,9061,the,DT,O
93751,9061,last,JJ,B-YEAR
93752,9061,nine,CD,I-YEAR
93753,9061,years,NNS,I-YEAR
93754,9062,where,WRB,O
93755,9062,can,MD,O
93756,9062,i,VB,O
93757,9062,find,VB,O
93758,9062,the,DT,O
93759,9062,cast,NN,O
93760,9062,list,NN,O
93761,9062,for,IN,O
93762,9062,gummo,NN,B-TITLE
93763,9063,where,WRB,O
93764,9063,can,MD,O
93765,9063,i,VB,O
93766,9063,find,VB,O
93767,9063,the,DT,O
93768,9063,move,NN,O
93769,9063,dark,NN,B-TITLE
93770,9063,tide,NN,I-TITLE
93771,9064,where,WRB,O
93772,9064,can,MD,O
93773,9064,i,VB,O
93774,9064,find,VB,O
93775,9064,the,DT,O
93776,9064,movie,NN,O
93777,9064,cool,NN,B-TITLE
93778,9064,world,NN,I-TITLE
93779,9065,where,WRB,O
93780,9065,can,MD,O
93781,9065,i,VB,O
93782,9065,find,VB,O
93783,9065,the,DT,O
93784,9065,movie,NN,O
93785,9065,dumping,NN,B-TITLE
93786,9065,lisa,NN,I-TITLE
